question,answer
What is the role of the potassium channels in the action potential ?,The voltage potassium channels also open at depolarisation but at a more positive potential compared to sodium- they have slower kinetics that sodium channels This delayed opening of the potassium channels is fundamental in the repolarisation of the cellAt rest some voltage gated potassium channels are open and leak potassium channels are open and this is important for maintaining the membrane potential at rest
What are calcium-activated potassium channels ?,There are some potassium channels which react to the internal calcium concentration- they contribute to repolarisation of the cellThese channels are often in cells which contain the voltage calcium channels which contribute to depolarisation\nThese channels remain open longer than voltage gated potassium channels which is why they cause he undershoot of the action potential=afterhyperpolarsation
Why is an action potential normally unidirectional ?,Because the previous region that was depolarised can’t be depolarised straight away again because it is in its refractory period
In the CNS why are action potentials generally generated in the axon initial segment ?,Because this is where there is he highest concentration of sodium channels
What is saltatory conduction ?,It is the means of passing on an action potential in myelinated neurones The action potential jumps from each node of ranvier to the next because the nodes contain the high concentration of ion channels
What is driving force equal to ?,The membrane potential minus the equilibrium potential of the ion
Why are calculated reversal potentials always different to the real life reversal potentials ?,They are never the same as the calculated potentials because there are leak channels present in the membrane which allow the passage of ions
What are phased neurones ?,Fire a burst of transient activity and then shut down
What are tonic neurones?,Neurones which constantly fire
What are accommodating neurones ?,Initially fire at a high frequency but then get slower and slower until they stop
What are spontaneous active bursting neurones ?,These are pacemaker neurons They don’t require an external stimulus Neurone oscillates without an external input and then shuts down automatically
What is the patch-clamp technique ?,"Enables recordings of electrical activity of a neuroneUsing a glass electrode and placing it ins reservoir of cells, the membrane of a cell can be sucked into the electrode by applying a negative pressure The resistance between the membrane and the electrode is so tight it creates a gigs ohm seal which ensures leak current is tiny It enables the recording of activity of a single channel"
What toxin can be used to block sodium currents ?,Tetrodotoxin-it blocks sodium channels
What toxin can block potassium currents ?,Tetrammonium - blocks potassium channels
What is the benefit of blocking the sodium and potassium channels independently ?,It enables the ability to see the effects of current and membrane potential caused by each ion separately. It can show the threshold for opening of each of the ion channels Sodium channel threshold is about -50mV Potassium channel threshold is about -20mV
What are outwardly rectifying potassium channels ?,There are 2 types\n\nnon inactivating channels which stay open as long as depolarisation occurs\ninactivating channels which open at depolarisation and close at hyper polarisation
What are inwardly rectifying potassium channels ?,They open at hyper polarisation and close at depolarisation\nThey do not participate in depolarisation of action potentials
What are depolarising activated non inactivating potassium channels ?,They are an outwardly rectifying current\nThey are referred to as M current
What are depolarising activated inactivating potassium channels ?,They are outwardly rectifying current\nThey are known as A current
What are depolarising and calcium activated potassium channels ?,They are sensitive to the intracellular concentration of calcium and also voltage They are known as BK channels They change the shape of the action potential
What are cyclic nucleotide activated cation channels ?,These are depolarising channels which are non selective to cations They are called H current
What is an example of an inward rectifying potassium channel ?,GIRK channel - G protein inwardly rectifying potassium channel These open by hyper polarisation
What are the properties of the M channel ?,They slowly activate They are non-inactivating so they are too slow to cause repolarisation Important at maintaining the resting membrane potential Remains open as long as depolarisation is occurring Has a low threshold of about -60mV so it’s contributes to the leak channels It’s classed as an accommodating neurone
What is an example of an M channel activator and what is its purpose ?,Retigabine\nIt is an anti-epileptic drug which enables the M current so less aps are fired
What is an example of an M channel inhibitor ?,XE991\nIt causes the neurone to firing tonically
What neurotransmitter inhibits M channels and what is the consequence ?,Acetylcholine\nIt targets M channels and inhibit its current so neurone remains excited
What are the effects of acetylcholine on muscarinic receptors ?,When it binds to M 1 receptors it’s linked to Gq protein which inhibits M current and caused excitation When it binds to M 2 receptors it’s linked to Gi proteins which causes GIRK activation causing inhibition of the neurone
What happens when chloride channels are opened in mature neurones ?,They have a low intracellular chloride concentration\nThey have more KCC2 channels so they constantly extrude chloride ions
What happens to chloride when chloride channels are opened in an immature neurone ?,They have a high intracellular chloride concentration\nThey have more NKCC1 channels which is why they have a high intracellular chloride concentration
What happens when GABA binds to mature neurones ?,Causes hyperpolarisation
What happens when GABA binds to immature neurones ?,It causes depolarisation
What are metabotropic receptors?,These a integral membrane proteins which have a 7 transmembrane domain and are linked to a G protein Cause a slow response Binds a neurotransmitter on its extracellular part Activates signal  cascades
What are ionotropic receptors ?,Ligand gated ion channels They have a binding site on the extracellular aspect for neurotransmitter to bind Have a pore to allow the passage of ions- either depolarisation or hyperpolarisation Involved in fast transmission
If the membrane potential is at -90mV and you get an inward current of sodium ions what are deflection of the epsc and epsp ?,The epsc will have a downward deflection whilst the epsp will have an upward deflection
If the membrane potential is at 0mV and sodium channels open what happens to the epsc and epsp?,Both the epsc and epsp remain flat because there is no net movement of ions
"If the membrane potential is at +70mV and the potassium channels are opened, what happens to the epsc and epsp ?",The epsc will have an upward deflection because potassium ions will be flowing out of the cell to cause an outward current to return membrane potential closer to its equilibrium potential The epsp will be a downward deflection as the outward flow of current will cause the membrane potential to become more negative
"If the membrane potential was at - 70mV and chloride channels were opened, what would happen to the epsc and epsp ?","The epsc would be an upward deflection because chloride ions would be entering the cell The epsp would be a downward deflection because chloride ions would be making the membrane potential ,ore negative"
What is temporal summation ?,It is combining of action potentials at the same synapse causing them to join together to elicit a larger post synaptic potential
What is spatial summation ?,This is the combination of the different synapses on one post synaptic neurone and the effects caused on the psp
What subunits are present in muscle nicotinic acetylcholine receptors ?,"Alpha, beta, gamma, delta or epsilon\nIt is either delta or epsilon dependent upon the stage of development"
What subunits are present in nicotinic acetylcholine receptors in the brain ?,Alpha and beta
How many alpha subunits have to be present in a nicotinic acetylcholine receptor and why ?,2\nBecause this is the subunit which binds acetylcholine and it binds 2 acetylcholine molecules
How many transmembrane domains are present in a nicotinic acetylcholine subunit ?,4 and 1 always faces into the pore- (domain 2) this ones negatively charged amino acid helix is the filter which defines which ions are able to pass through the channel
What are the 3 receptors for glutamate ?,NMDA AMPA Kainate
What are NMDA receptors important for ?,Important in memory and learning
Which glutamate receptors are the most important for excitation ?,AMPA
What are kainate receptors thought to be involved in ?,Epilepsy
Explain AMPA receptors ?,There are 2 types of AMPA receptors- one is made up of a GluR1 subunit and a GluR2 subunit while the other is made up of 2 GluR1 subunits The r1 and r2 receptor is the most common and allows only the passage of sodium and potassium The r1 recptir is produced as a consequence of activity or insult as it also allows the passage of calcium ions
When are more GluR1 only glutamate receptors put into the membrane ?,When lots of synaptic activity is occurring\nBecause they allow the passage of calcium ions which cause a larger depolarisation and also can act as second messengers
Explain the structure of NMDA receptors ?,They are tetramers made up of 2 NR1 subunits and 2 NR2 subunits The nr1 is for binding glycine and the nr2 is for binding glutamate Allow passage of sodium potassium and calcium At rest they are blocked by magnesium
When NMDA receptors become unblocked and allow flow of ions ?,If the AMPA receptors are open and cause depolarisation of the post synaptic neurone then there will no longer be a driving force for magnesium into the cell so it leaves the NMDA receptors If another action potential occurs at the pre synaptic terminal then the NMDA receptors will still be unblocked so they will be able to allow the passage of ions and cause a larger excitation in the post synaptic neuron
What is an antagonist of AMPA/kainate receptors ?,NBQX
What is an antagonist of NMDA receptors ?,APV
What type of receptor is a GABAa receptor ?,Ionotropic
When are GABA receptors inhibitory and when are they excitatory ?,They are inhibitory when the neurone is mature- chloride ions enter the cell causing hyperpolarisationthey are excitatory when the neurone is immature- the chloride ions leave the cell causing depolarisation
What are the steps the follow activation of a metabotropic receptor ?,The G protein is activated G protein subunits (alpha subunit and beta-gamma subunit) or intracellular messenger modulate ion channels Ion channels open Ions flow across the membrane
What happens with noradrenaline binds to a beta-adrenergic receptor ?,Activates Gs protein\nActivate adenylate Cyclase\nIncreases the amount of cAMP\ncAMP increases protein kinase A\nProtein kinase A increases protein phosphorylation
What happens when glutamate binds to mGluR1 receptor ?,Activates Gq protein Activates phospholipase c This increase DAG and IP3 The DAG increase protein kinase C while the IP3 increase the release of calcium Protein kinase C increases protein phosphorylation and the increased calcium release activates calcium binding protein
What happens when glutamate binds to mGluR2 receptors ?,Activates Gi protein \nInhibits adenylate Cyclase \nDecreases cAMP \nThis decrease protein kinase A \nDecrease protein phosphorylation
What happens when dopamine binds to dopamine D2 receptor ?,Activates Gi protein \nDecreases adenylate Cyclase \nDecreases cAMP \nDecreases protein kinase A \nDecreases protein phosphorylation
Which glutamate receptors are more dense on the postsynaptic membrane and which are more dense on the pre synaptic membrane ?,Group 1 more dense on postsynaptic\nGroup 2+3 more dense on presynaptic
Why do metabotropic GABA receptors act as dimers ?,Made up of GABA R1 and R2 subunits- only the R1 binds GABA but it doesn’t work on it own
What is a heteroreceptor ?,Can inhibit the release of a neurotransmitter which is different from its own
What is an auto receptor ?,If a receptor is present on both the presynaptic and post synaptic membrane the receptors on the presynaptic side are important in regulating the release of the neurotransmitter from that neuron
How does mGluR2 act as an autoreceptor ?,Glutamate is released from presynaptic terminal It binds to mGluR2 on the presynaptic membrane Causes a reduction in adenylate CyclaseReduction in cAMPThis then affects ca channelsLeading to a reduction in the release of neurotransmitter
How is acetylcholine made ?,Made from acetyl CoA and choline using the enzyme choline acetyltransferase (ChAT)
Why is ChAT enzyme so important ?,Because only cells which contain this enzyme will be able to produce acetylcholine
How is the production of acetylcholine inhibited ?,It is inhibited by acetylcholine binding to an allosteric site on the ChAT enzyme
What transporter is used to store acetylcholine ?,Stored into vesicles by vesicular acetylcholine transporter
How is acetylcholine inactivated in the synaptic cleft ?,It is cleaved by acetylcholineesterase into acetic acid and choline Choline is recycled as we cannot make it in our bodies
How does hemicolinium work ?,It reduces the signalling at cholinergic synapses because it blocks the reuptake of choline and therefore the subsequent formation of acetylcholine
How does vesamicol work ?,It reduces signalling at cholinergic neurons by inhibiting acetylcholine uptake into vesicles for storage
How does botulinium work ?,It reduces signalling at cholinergic neurons by blocking the snare proteins required for vesicle docking and release of the neurotransmitter
How does nicotine work ?,It enhances signalling at cholinergic neurons because it is an agonist
How does scopolamine work ?,It reduces signalling at cholinergic synapses by acting as a competitive antagonist to muscarinic acetylcholine receptors
Where are the major clusters of cholinergic pathways in the CNS ?,Striatum - interneurons in caudate putamen and nucleus acumbens Basal forebrain - projections to the cortex and hippocampus Pontine tegmentum p- REM sleep
How many muscarinic acetylcholine receptors are there and what are they coupled to ?,There are 5 The even ones are coupled to adenylate Cyclase The odd ones are coupled to phospholipase c
Where is muscarinic ACh M1 expressed in the brain ?,In the cortex and hippocampus and striatum
Where are muscarinic ACh M2 receptors expressed in the brain ?,More highly expressed in the heart but they are present throughout the brain - cortex and hippocampus
Where are muscarinic ACh M3 receptors expressed in the brain ?,Cortex and hippocampus and hypothalamus
Where are muscarinic ACh M4 receptors expressed in the brain ?,"Forebrain, mostly striatum"
Where are muscarinic ACh M5 receptors expressed in the brain ?,In the midbrain dopamine neuron region
What is the sea shell shaped structure in the brain ?,Hippocampus in the temporal lobe
What paired structure lies immediately medial to the putamen ?,Globus pallidus
Which structure is more rostral - optic chiasm or mammillary bodies ?,Optic chiasm
What cerebellar peduncles connect the pons to the cerebellum ?,Middle cerebellar peduncles
What cerebellar peduncles connect the midbrain to the cerebellum ?,Superior cerebellar peduncles
What cerebellar peduncles connect the medulla to the cerebellum ?,Inferior cerebellar peduncles
What fluid is produced in the ventricular system ?,Cerebrospinal fluid
Which structures of the ventricular system are connected by the interventricular foramen ?,The lateral and third ventricles
What is the interthalamic adhesion and where is it ?,It’s a gap between the third ventricles which had fibres passing through it to connect both sides of the thalamus
What is the clinical term for a rise in intracranial pressure due to obstruction of CSF ?,Hydrocephalus
What 2 structures does the cerebral aqueduct lie underneath ?,Runs the length of the BRAINSTEM underneath the inferior and superior colliculi
Where does the cerebral aqueduct open into 3rd ventricle ?,Junction between the midbrain and forebrain
What structures form the lateral walls of the 3rd ventricle ?,Thalamus and hypothalamus
What secretes CSF?,Choroid plexus
What is another name for interventricular foramen ?,Foramen of monro
At what level of the brain does the central canal open into the 4th ventricle ?,Medulla
What is the function of cerebral aqueduct ?,To connect the 3rd and 4th ventricles
Where are sensory neuron ganglions in the spinal cord ?,Dorsal root
Where are interneurons in the spinal cord ?,Dorsal horn
In the spinal cord where are you most likely to find large neuronal cell bodies ?,Ventral horn which contains the motor neurons
What neurons are present in the lateral column ?,Post ganglionic sympathetic neurons
Which level of the spinal cord is the lateral horn seen most clearly ?,Thoracic
Which tracts arise in the red nucleus and tectum and what one lies most dorsally ?,Rubrospinal tract from red nucleus and tectospinal tract from superior colliculus Rubrospinal tract lies most dorsally Rubrospinal - controls the tone of limb flexor muscles Tectospinal - thought to mediate reflex movement in response to visual stimuli
What is the fasiculus cuneatus and fasiculus gracilis?,"They are dorsal column tracts which carry info about proprioception and discriminative touch Gracilis- join spinal cord at sacral, lumbar, and lower thoracic levels Cuneatus- join spinal cord at upper thoracic and cervical levels Carry info from ipsilateral side of the body"
"Which lies more laterally, fasiculus cuneatus or fasiculus gracilis ?",Fasiculus cuneatus
What structures make up the basal ganglia ?,"Caudate nucleus, putamen and globus pallidus"
Which electrodes in an EEG are positioned closest to the visual cortex ?,O1 and O2
When would you expect to see beta waves ?,When you are awake and during REM sleep
Which waves out of alpha and delta waves have the largest amplitude ?,Delta
Why do delta waves have a larger amplitude ?,Because these waves are more active when you are sleeping so the firing is more consistent so they are more synchronised and therefore the waves can join together to create a bigger amplitude
What types of clinical uses does the EEG have ?,Diagnosis of sporadic CJD - rare and fatal brain condition that causes brain damage to get worse and worse - due to an abnormal prion protein Diagnosis of epilepsy Diagnosis of brain death
What are the cranial nerves in order ?,1- olfactory \n2- optic \n3- oculomotor \n4- trochlear \n5- trigeminal \n6- abducens\n7- facial\n8- vestibulocochlear \n9-glossopharyngeal \n10-vagus\n11-accessory \n12- hypoglossal
Which cranial nerves enter/exit the pons(pons/medulla boundary) ?,"Abducens, facial, vestibuilocochlear and trigeminal"
Which cranial nerves enter/exit the midbrain ?,Occulomotor and trochlear
Which cranial nerve exits on the dorsal surface ?,Trochlear
Which cranial nerves have both afferent and efferent branches ?,Trigeminal Facial Glossopharyngeal Vagus
Which nerve would be used to carry info relating to very sweet food ?,Facial
Which cranial nerve is used to carry info relating to bitter food ?,Glossopharyngeal
Which cranial nerve is used to control chewing ?,Trigeminal
What is the function of the pons ?,Connection between cerebrum and cerebellum involved in coordination of movements
What is the function of the medulla ?,Peripheral control centre and origination of seven cranial nerves
What does hemiplegia mean ?,An inability to move one side
What are the clinical consequences of left optic tract lesion ?,Homonymous hemianopia- loss of sight in the right visual fields from both eyes
What are the common causes of hemiballismus ?,"Lesion, stroke or tumour"
What are common causes of upper motor neurons disease ?,Stoke or spinal cord transection
What are the causes of Trigeminal neuralgia ?!,"Pain in territory of one or more major subdivisions of trigeminal nerve caused by underlying osteitis of petrous temporal bone, compression of sensory nerve or unknown cause"
What is the function of the optic chiasma ?,2 optic nerve converge here Hemidecussation of the optic fibres to project to the lateral geniculate nucleus\nIt is the nasal portions which decussate to the contralateral side Temporal portions remain ipsilateral\nHypothalamus is above and pituitary gland is below
What is the function of the olfactory bulb ?,Main relay station in the olfactory pathways Where the initial processing of olfactory info occurs Contains many interneurons
What is the function of the mammillary bodies ?,Part of the lambic system\nReceives afferents neurons from hippocampus and send projections to anterior nucleus of thalamus and brainstem
What is the function of the superior colliculus?,Input via tectospinal fibres is reflex in  nature and causes closure of eyelids in response to intense light or rapid approaching object Tectospinal fibres originate here
What is the function of the periaqueductal grey ?,"Important in descending control of pain pathways Involved in vocalisation, control of reproductive behaviour, modulation of medullary respiratory centres, aggressive behaviour and vertical gaze Receives info from bladder filling and so is involved in process of micturition"
What is the function of the inferior olive ?,Thought to be involved in motor coordination and motor learning due to its connections to the cerebellum
What is the function of the raphe nucleus ?,Many of the neurons are serotonergic Many fibres distributed throughout CNS - ascending fibres to forebrain are involved in sleep - descending fibres to spinal cord involved in modulation of pain
What is the function of the red nucleus ?,Involved in motor control Rubrospinal tract originates here and is involved in toning of limb flexor muscles Receives motor info from cerebellum and motor cortex
What is the function of the substantia gelantinosa?,Also known as rexed laminae 1-111Integrates sensory info to provide the feeling of pain\nReceives collateral a of a-delta and c fibres involved in pain
What is the function of the spinothalamic tract ?,"Also known as neospinothalamic system\nAscending fibre tract carrying info about pain, temperature and course touch and pressure"
What is the function of the corticospinal tract ?,Descending fibre tract originating from neurones in the motor areas of the cerebral cortex Control activity of motor neurons in spinal cord which innervate trunk and limb muscles Involved in controlling skilled and voluntary movements
What is the function of the lissauers tract ?,Also known as posterolateral tract Axons project from dorsal root ganglion carrying info about pain and temp Axons enter into spinal cord and ascend/descend few spinal segments Axons end up forming spinothalamic tract
What are the clinical consequences of a thoracic spinal cord hemilesion ?,Brown- Sequard syndrome\n\nipsilateral loss of proprioception and upper motor neuron signs\ncontralateral loss of pain and temperature
What are the clinical consequences of a unilateral brainstem lesion ?,Ipsilateral cranial nerve dysfunctionContralateral spastic hemiparesis( paralysis of one side)Contralateral hemisensory loss Extensor plantar response/ babinski response Ipsilateral in coordination
What are the clinical consequences of unilateral Cerebellar hemispheric lesion ?,Ipsilateral in coordination of arm and leg Unsteady gait in the absence of weakness or sensory loss Impairs coordination of eye movements causing nystagmus
What are the clinical consequences of cerebral hemispheric lesion ?,Mental impairment (asphasias) \nContralateral spastic hemiparesis \nHyperreflexia - caused by spinal cord injury t5 or above\nExtensor plantar reflex \nContralateral hemisensory loss
What causes hemiballismus ?,Lesion of subthalamopallidal pathways or the subthalamic nucleus\ncauses involuntary violent hyperkinesis of the contralateral upper and lower extremities
What are the causes of subdural haemotoma ?,Caused by tearing of the veins stretching across the subdural space - chronic subdural haemotoma\nBlow to the head causing blood vessels along surface of the brain to tear - acute subdural haemotoma
What are the causes of hydrocephalus ?,Obstruction of CSF in the ventricular system - caused by tumour or obstruction of subarachnoid space Damage to arachnoid villi Brain can start to produce too much CSF
What are the causes of multiple sclerosis ?,"Immune system attacking the myelin sheath of axons\nCaused by a combination of genetic and environmental factors - smoking, lack of vitamin D or a virus"
What are the causes of upper motor neurone disease ?,Lesions to motor areas of the brain/spinal cord Haven’t developed properly Lesion of the corticospinal tract
What are the causes of trigeminal neuralgia ?,Blood vessels compressing the trigeminal nerve Caused by MS or a tumour Aberrant sensory roots exist
What are the causes of Bell’s palsy ?,"Acute unilateral inflammatory lesion of the facial nerve on its course to the skull Caused by herpes zoster virus, middle ear infection, Lyme disease and other virus’s"
What makes up the lentiform nucleus ?,Putamen\nGlobus pallidus
What makes up the basal ganglia ?,Globus pallidus PutamenCaudate nucleus
What happens to the dorsal column pathways at the medulla ?,The fibres converge at the junction between the closed and open medulla forming the gracilis and cuneatus tubercles
What does the cingulate gurus form into ??,Parahippocampal gurus which turns back on itself forming the uncus
What is the uncus ?,Houses the primary olfactory Cortex
Which part of the medulla has the central canal running through it ?,Closed medulla\nOpens up into the 4th ventricle at the obex
What makes up the floor of the 4th ventricle ?,Medulla and pons
What makes up the roof of the 4th ventricle ?,Cerebellum
What are 2 prominent aspects on the dorsal surface of the midbrain ?,Superior and inferior colliculi
What are the cerebral peduncles?,Also known as basis peduncles\n\nwhite matter bundles\ncarry motor info from the cerebral cortex to the brainstem
What is the interpeduncular fossa?,It’s inbetween the cerebral peduncles\nOculomotor nerve emerges from it
Where does the hypoglossal nerve arise from ?,The junction between the pyramids and the olive
What nerves arise from the Cerebellar pontine angle ?,"7, 8, 9"
What nerve arises from the medullary/pontine junction ?,6
What is the vermis ?,Runs in the midline of the cerebellum
What is the function of the parietal lobe ?,Enables body and touch sensation and understanding where body is in space
What is the function of the frontal lobe ?,Controls cognitive tasks and voluntary movements
What is the function of the temporal lobe ?,"Controls memory, hearing and language"
What is the function of the occipital lobe ?,Involved in vision
What is the function of the thalamus ?,"Important in sensory, motor and cognitive functions with dense connections to the cortex"
What is the largest part of the basal ganglia?,Corpus striatum - mass of grey matter
What is the function of the basal ganglia ?,"Involved in control of muscle tone, posture and movement"
What is the falx cerebri ?,Sheet of dura mater in the great longitudinal fissure
What is the internal capsule ?,It’s a dense sheet of white matter where many fibres are densely packed
What fibres are present in the corpus callosum ?,Commissural fibres
What is the tentorium cerebelli ?,Lies between the cerebellum and occipital lobe
How does info enter the limbic system ?,Directly by the amygdala and indirectly by the hippocampal formation via the entorhinal area
What is the septum pellucidum ?,Forms the medial wall of the lateral ventricles\nThin sheet between corpus callosum
What are the folds of the cerebellar cortex called ?,Folia
Why does the development of the cerebral hemispheres form a c shape ?,Due to forward migration of temporal lobe
What is the corona radiata ?,Cortical afferents and efferents pass through it from the cortex to subcortical areas
Examples of subcortical structures..,Corpus striatum Thalamus BRAINSTEM Spinal cord
Where is language almost always processed ?,In the left superior temporal and lateral frontal lobe
Where is Broca’s area ?,Frontal lobe
What is Broca’s aphasias ?,Inability to produce language but they can understand the language being spoken to them
Where is wernickes area ?,Temporal lobe
What is wernickes aphasias ?,Produces an inability to understand language
What does split brain mean and what are the effects caused by it ?,Lesion to the corpus callosum - used to treat epilepsy They can’t name an object on the left hand side but they can if it is on the right hand side because vision is processed on the opposite side
What are the 2 enlargements of the spinal cord ?,Cervical enlargement - provides innervation for upper limbs via brachial plexus\nLumbar enlargement- provides innervation of lower limb by lumbar plexus and sacral plexus
What effect does the different lengths of the vertebral canal and spinal cord cause ?,Spinal cord segments are not adjacent to their vertebral bodies - apart from cervical region
What is the denticulate ligament ?,Flat membranous continuation of pia mater
Why do higher levels of the spinal cord contain more white matter ?,Because ascending tracts gain more fibres at each successive level
Which levels of the spinal cord contain a lateral horn and what is present here ?,Thoracic and upper lumbar\nContains preganglionic sympathetic neurons
What is hypoxaemia ?,Any situation where there is an abnormally low partial pressure of oxygen in the arteries
What is ventilation ?,It is the movement of air from the atmosphere through the ventilatory system
What are the 4 basic causes of hypoxaemia ?,Hypoventilation Diffusion limitation Shunt Ventilation - perfusion inequality
What determines the partial pressure of oxygen in the alveoli ?,Rate of removal of oxygen by the blood\nRate of replenishment of oxygen by alveolar ventilation
What is hypoventilation ?,Situation where ventilation falls below the demands of the respiring tissue
What are the causes of hypoventilation ?,drugs that depress central respiratory centres= opiates and barbiturates\ndamage to the chest wall\nparalysis of respiratory muscles
When does the diffusion limit become larger ?,During exercise or as a result of thickening of the blood-gas barrier
What is shunted blood ?,Blood entering arterial system without going through the ventilated areas of the lung
What are some of the causes of shunted blood ?,Abnormal vascular connection between small pulmonary artery and vein - pulmonary arteriovenous fistula Cardiac atrial septal defect so venous and arterial blood mix
What happens to the resistance in the pulmonary circulation when pulmonary arterial pressure rises and why ?,It decreases 1- recruitment causes capillaries which were shut to open and conduct more blood 2- distension causes the capillary lumen radius to increase which decreases resistance
What is the relationship between the distribution of blood flow though an upright human lung ?,Flow decreases almost linearly from base to apex\nPressure gradient difference of about 23 mmHg which means there is more recruitment and distension at the base
What happens to blood flow throughout the lungs during exercise ?,Increases throughout lungs and the regional differences are reduced
What are the 3 main forces that affect blood flow through the lungs ?,hydrostatic pressure\narteriovenous pressure difference\nalveolar pressure
Explain zone 1 of the flow zones in an upright lung…,The capillaries are squashed flat causing no flow - doesn’t occur under normal conditions PA> Pa > Pv
Explain zone 2 of the flow zones in an upright lung…,Flow determined by difference between arterial pressure and alveolar pressure Pa> pA>Pv
Explain zone 3 of the flow zones in an upright zone…,Flow determined by arteriovenous pressure difference\nPa> Pv > pA
What happens if you damage peripheral or central components of the somatosensory system ?,Neuropathy Neuralgia Phantom pain
What is the fundamental function of the somatosensory system ?,Provide communication between us and the outside world
What are primary afferents ?,Axons carrying info to he spinal cord from somatic receptors - enter via the spinal nerve and dorsal roots
What are motor efferents ?,Axons carrying info from the spinal cord to the periphery\n- leave the spinal cord via the ventral roots and spinal nerve
What are dermatomes ?,Subdivisions of the body surface\nEach one represents area of the skin innervated by left and right dorsal roots of single spinal segment
Dermatome boundaries are overlapping. What are the advantages/disadvantages of this ?,Advantage - means if you lose some sensory input then it is not completely lost from that area Disadvantage - difficult to determine exactly where pain is felt
What are the 4 classes of somatosensory receptors ?,Tactile Nociceptice Proprioception Thermal
What a Meissners corpuscles ?,Cutaneous receptor\nLooping axonal terminal intertwined with supporting cells \nLow threshold mechanoreceptor\nJust below epidermis \nDetect low freq 30-50Hz\nDetect rough texture and movement
What are merkels disks ?,"Cutaneous receptors Low threshold mechoreceptors Dome structure on top of an axon terminal Located in epidermal/dermal border Detects form, shape, rough edges and texture"
What are pacinian corpuscles ?,Cutaneous receptors Low threshold Mechanoreceptor Sensory axon surrounded by fluid filled capsule Located in deep dermis Detects high freq vibrations of 250-350HzDetects fine texture and movement
What are ruffinis endings !?,Cutaneous receptors Low threshold mechanoreceptor a Nerve terminals intertwined with collagen fibres In deep dermis Detect stretching indentation and lateral movements of skin
What are the rapidly activity cutaneous mechanoreceptors ?,Pacinians and Meissners\nImportant for motor feedback during motor tasks
What are the slowly activity cutaneous mechanoreceptors ?,Ruffinis and merkels disks
Which mechanoreceptors are characteristic of discrete receptive fields of the hand and which have more broad receptive zones ?,Discrete zones= Meissners and merkels\nBroad zones= pacinian and ruffinis
What is human 2 point discrimination thresholds ?,Different parts of ten body pick up different mechanical thresholdsHigh sensitivity= fingertips and faceLow sensitivity= torso and limbs
What are the theories of mechanotransduction ?,Pressure sensitive sodium channels \nTransduction by\n- stretch activation \n- tethering \n- indirect gated
What are the example channels involved in mechanotransduction ?,DEG/ENaC TRPN and TRPATRPV
What happens when capsaicin binds to VR1 ?,Causes influx of calcium
What receptor family is involved in thermoregulation ?,Trp
Which receptors are activated by menthol and capsaicin ?,Menthol = trpm8\nCapsaicin= trpv1
What fibres are associated with nociceptors ??,Unmyelinated c fibres\nThinly myelinated a-delta fibres
What does muscle spindle and Golgi tendon organ detect ?,Muscle spindle - changes in muscle length\nGolgi tendon organ - changes in muscle tension
What are the properties of group 1(a-alpha) afferents ?,13-20 micrometer diameter 80-120m/sec conduction Proprioceptors of skeletal muscle
What are the properties of group 2(a-beta) afferents ?,6-12 micrometer diameter 35-75m/sec conduction Mechanoreceptors of skin
What are the properties of a-delta afferents ?,1-5 micrometer diameter 5-30m/sec conductionPain and temperature
What are the properties of c afferents ?,"0.2-1.5micrometer diameter 0.5-2 m/sec conduction Pain, temperature and itch"
Which laminae do each of the afferent fibres terminate in ?,A-alpha- 6-9 - can directly innervate motor neurons in laminae 9 A-beta- 3-6A-delta- 1 and 2 C- 1 and 2
What info is carried in the dorsal colun medial lemniscus pathways ?,Gracilis- lower body and legs- everything caudal to t6 Cuneatus - upper body and arms- everything rostral to t6 Carry innocuous inputs from skin receptors
How many areas did Brodmann subdivide the cortex into ?,47
Where is s1 and what does it do ?,"Post central gyrus - areas 1, 2, 3a, 3b\nReceives string somatosensory inputs from thalamus"
Where is s2 and what does it do ?,Adjacent to s1 along lateral sulcus Important in sensory and motor integration Receives inputs from corpus callosum to form joined up body image
Where are the association area and what do they do ?,Areas 5 and 7 of postural parietal cortex\nIntegrate multimodal senses
What is asteroagnosia ?,Inability to identify objects on the basis of touch alone
What is neglect syndrome ?,Body part or visual field is disregarded
Which afferents fibres transduce these signals ?,C and a- delta
When tissue is damaged and inflamed it release substances what are they?,"Bradykinin, histamine and prostaglandins\nSensitise peripheral nociceptors inducing hyperalgesia"
What is fast pain ?,Conducted by a-delta fibres \nSharp prickling pain \nShort duration \nOccurs rapidly \nEasily localised \nMechanical or thermal nociceptors
What is slow pain?,"Conducted by c fibres \nDull ache, burning \nSlow onset \nPersistent \nPoorly localised\nPoly modal nociceptors"
What receptors detect heat ?,"Trpv1-3, trek-1"
What receptors detect chemicals ?,"Trpv1, asic, drasic"
What receptors detect mechanical changes ?,"Mdeg, drasic, trek-1"
What receptors detect cold ?,Trpm8
What happens in the zone of lissauer and what effect does it have ?,The afferents enter into dorsal horn and go up/down a few spinal segments in the zone of lissauer It makes it more difficult to localise the pain
What is the substantia gelatinosa ?,Laminae 1 and 2 where nociceptive afferents project into and synapse
What is referred pain ?,Cross talk between afferents which enter dorsal horn through common route - visceral pain is perceived as having a cutaneous source
Examples of referred pain?,Oesophagus - chest wall \nHeart- chest and arm \nBladder - perineum\nUreter - lower abdomen and back \nProstate - lower trunk and legs \nThese pains can be useful for clinicians
